T P CH4 O2 N2 AR CO2 H2O C2H6 HCCOH HNCO CH2CHO H2 CH3 YiSum CH4 O2 N2 AR CO2 H2O C2H6 HCCOH HNCO CH2CHO H2 CH3
2204 107573 0.172838863 0.448189995 0.589484749 0.10917571 0.860320593 0.622645058 0.926311914 0.805995561 0.375106582 0.401016308 0.148378066 0.87282027 6.332283669 0.028159359 0.073020286 0.096040396 0.017787192 0.14016568 0.101442961 0.150917159 0.131314904 0.061113345 0.065334625 0.024174142 0.14220216
733 111004 0.043882147 0.503369046 0.04755752 0.2757415 0.108501941 0.913450767 0.385685005 0.62016703 0.138119231 0.105527625 0.420361071 0.061773376 3.62413626 0.007149394 0.082010201 0.007748195 0.044924526 0.01767742 0.148821787 0.062836809 0.101039234 0.022502746 0.017192837 0.068486325 0.01006428
2796 106189 0.288637916 0.285228285 0.76015467 0.556777283 0.447029811 0.713954827 0.947285745 0.349006005 0.01043861 0.636333366 0.30976053 0.141465975 5.446073024 0.047025644 0.046470138 0.123846386 0.090711611 0.072831266 0.116319387 0.15433427 0.056860971 0.001700686 0.103673096 0.050466995 0.023048006
825 109554 0.60364918 0.850049336 0.598221729 0.181045632 0.964563062 0.342032077 0.498047668 0.839932877 0.815833521 0.299056403 0.487120212 0.221690043 6.701241741 0.098348103 0.13849226 0.097463848 0.029496428 0.157149136 0.05572476 0.081143228 0.13684406 0.13291773 0.048723051 0.079362898 0.036118321
774 101434 0.680166279 0.868075932 0.19865566 0.26386411 0.102050034 0.333605767 0.471389739 0.555486238 0.111416039 0.593106085 0.408294718 0.770302622 5.356413222 0.110814468 0.1414292 0.0323655 0.042989431 0.016626258 0.054351924 0.076800049 0.09050127 0.018152192 0.096630394 0.066520443 0.125499717
423 104730 0.900465918 0.940372444 0.326709649 0.529945001 0.331975332 0.757702481 0.446554677 0.415904665 0.289113291 0.019779974 0.428151421 0.898912639 6.285587492 0.146706261 0.153207937 0.05322839 0.086340025 0.054086289 0.123446869 0.072753855 0.067760275 0.047103093 0.003222605 0.069755549 0.146453197
2852 102792 0.076096426 0.337574049 0.250312521 0.645754581 0.433836094 0.657101973 0.181495055 0.528779079 0.619561536 0.152821584 0.742416525 0.415855744 5.041605169 0.012397829 0.054998447 0.04078157 0.105208025 0.070681711 0.107056771 0.029569649 0.08615007 0.100940585 0.024898092 0.120956441 0.067752305
1613 107090 0.103279102 0.284398903 0.209051089 0.549968235 0.250316069 0.31387344 0.09097475 0.155845427 0.651634586 0.170369434 0.234776127 0.937630434 3.952117595 0.016826501 0.046335013 0.03405915 0.089602263 0.040782148 0.051137081 0.014821844 0.025390744 0.10616601 0.027757034 0.03825034 0.152761202
2705 110987 0.638556524 0.544506742 0.273433301 0.111072132 0.882388873 0.09160795 0.389789309 0.133703406 0.166518179 0.949500114 0.813995162 0.886721235 5.881792927 0.104035298 0.088712462 0.044548468 0.018096162 0.143761102 0.014925007 0.063505493 0.021783309 0.027129577 0.154695041 0.13261822 0.144466942
1143 102591 0.535639202 0.224858394 0.307439997 0.627627715 0.349606928 0.863618356 0.722411559 0.816551463 0.713932892 0.193567389 0.789922169 0.872652827 7.017828891 0.087267739 0.036634517 0.050088928 0.102254748 0.056958875 0.14070296 0.11769718 0.133034699 0.116315813 0.031536505 0.128696185 0.14217488
1191 101887 0.946040119 0.65608253 0.212965055 0.440171938 0.530634084 0.329504579 0.601395336 0.235843246 0.966205755 0.119240237 0.879133994 0.997239795 6.914456669 0.154131329 0.106890681 0.034696823 0.071713963 0.086452292 0.053683747 0.0979809 0.038424198 0.157416768 0.019426931 0.143230809 0.162472915
2493 102970 0.630386941 0.011972436 0.434686403 0.336896839 0.086292624 0.376560553 0.004961879 0.16804398 0.96654031 0.659624936 0.712371122 0.168416328 4.556754352 0.102704289 0.001950581 0.070820245 0.054888114 0.01405902 0.06135023 0.000808402 0.027378165 0.157471274 0.107467819 0.116061366 0.027438829
2353 111006 0.437729402 0.104862752 0.611872145 0.905550118 0.509413934 0.290830908 0.816849408 0.894189104 0.296850042 0.249607268 0.059084093 0.552122326 5.728961502 0.071316019 0.017084514 0.09968781 0.147534593 0.08299505 0.047382932 0.133083241 0.145683627 0.048363585 0.040666669 0.009626135 0.089953213
1794 107601 0.093378379 0.062493855 0.878991573 0.766325383 0.852655575 0.484370218 0.223490468 0.885039122 0.79173902 0.519851535 0.551872313 0.774533643 6.884741086 0.01521345 0.010181662 0.143207605 0.124851735 0.138916875 0.078914862 0.036411651 0.144192888 0.128992191 0.084695571 0.08991248 0.126189046
1449 101926 0.123665721 0.821929313 0.694483912 0.335607086 0.67780503 0.775399906 0.829302824 0.101365983 0.830384086 0.310878981 0.154983753 0.02026525 5.676071844 0.020147942 0.133910872 0.113147135 0.054677984 0.110429768 0.12633018 0.135112184 0.016514811 0.135288346 0.050649216 0.025250358 0.003301668
1228 110332 0.894135779 0.834131535 0.665651422 0.087897655 0.61610505 0.582795243 0.801919337 0.102587336 0.840004192 0.740452935 0.781631326 0.473256259 7.420568069 0.145674939 0.13589889 0.10844967 0.014320516 0.100377446 0.094950525 0.130650795 0.016713797 0.136855679 0.120636528 0.127345419 0.077104147
2136 106831 0.723661241 0.654580098 0.615128604 0.479138863 0.811218612 0.081109862 0.591581284 0.204776313 0.77177382 0.327585319 0.456199803 0.107669653 5.824423472 0.117900781 0.106645901 0.10021836 0.078062556 0.132165857 0.013214631 0.096381969 0.033362692 0.125739408 0.053371057 0.074325265 0.017541821
2628 102378 0.993490595 0.102730576 0.592421719 0.630711856 0.719708368 0.345824095 0.578072815 0.610012285 0.166599387 0.024149273 0.857412205 0.797883842 6.419017014 0.161862085 0.016737134 0.096518895 0.102757224 0.117256769 0.056342566 0.094181134 0.099384796 0.027142808 0.003934463 0.139691838 0.129993322
1134 103792 0.131871364 0.97602637 0.196918173 0.511652766 0.505107967 0.340134533 0.543181385 0.555284421 0.914571851 0.594301554 0.115268072 0.539350434 5.923668891 0.021484827 0.159016768 0.032082424 0.083359806 0.08229351 0.055415607 0.088496531 0.09046839 0.149004437 0.096825163 0.018779776 0.087872383
1357 101532 0.985078404 0.701804482 0.922070163 0.039872423 0.603095774 0.88916487 0.584264776 0.170099025 0.549375473 0.031516727 0.965608435 0.366933301 6.808883855 0.160491549 0.114339821 0.150226082 0.006496119 0.09825794 0.144865065 0.095189945 0.027712978 0.089505688 0.005134788 0.157319451 0.059781733
2620 108929 0.670280493 0.200521818 0.162117974 0.326204299 0.723771414 0.005323925 0.443300955 0.794887492 0.520813648 0.069346235 0.131969854 0.643130148 4.691668257 0.10920385 0.032669539 0.026412684 0.053146057 0.117918731 0.000867388 0.072223751 0.129505148 0.084852321 0.01129807 0.021500874 0.104780445
2479 110151 0.366083317 0.745942519 0.479902532 0.302811679 0.11289468 0.837134159 0.062050855 0.129531118 0.034070194 0.543683427 0.963212323 0.145422836 4.722739639 0.059643251 0.121530905 0.078186975 0.04933487 0.018393096 0.136388086 0.010109488 0.021103548 0.005550805 0.088578325 0.15692907 0.023692669
497 102669 0.287035894 0.214676384 0.422230652 0.21613534 0.822627519 0.24444322 0.827511728 0.151639799 0.857333443 0.553859669 0.220014427 0.964770809 5.782278884 0.046764638 0.034975638 0.068790922 0.035213335 0.134024626 0.039825328 0.134820374 0.024705552 0.139679006 0.090236265 0.035845326 0.157182983
1203 106131 0.571161714 0.264095648 0.773686696 0.377490078 0.860880857 0.603080593 0.175851466 0.271312109 0.574347652 0.222100871 0.376035669 0.825653228 5.895696582 0.09305516 0.043027153 0.126051059 0.06150167 0.14025696 0.098255467 0.028650181 0.044202878 0.093574221 0.036185255 0.061264714 0.134517583
641 103997 0.837676589 0.189609322 0.885120519 0.876133468 0.642625955 0.70439665 0.568399579 0.294559847 0.246131721 0.408947378 0.858152232 0.686322137 7.198075396 0.13647646 0.030891646 0.144206149 0.142741955 0.104698301 0.114762144 0.092605145 0.04799046 0.040100423 0.066626776 0.139812405 0.111817397
2258 109777 0.499334132 0.178674626 0.045472839 0.146754475 0.014728123 0.875085006 0.047244995 0.815568003 0.293320172 0.907523018 0.84105539 0.267461736 4.932222514 0.081352822 0.029110137 0.007408554 0.023909623 0.002399544 0.142571137 0.007697278 0.132874471 0.047788489 0.147856023 0.137026943 0.043575565
715 106463 0.826503055 0.340609793 0.115403436 0.341614663 0.86767239 0.544902554 0.984263616 0.366716759 0.95591831 0.085460779 0.93195094 0.951248934 7.312265229 0.134656039 0.055493038 0.01880183 0.055656754 0.141363454 0.088776949 0.160358802 0.059746453 0.15574071 0.013923493 0.151835884 0.154979963
1960 109203 0.795805188 0.433155321 0.662088872 0.954458127 0.481583959 0.47381097 0.587972845 0.460666605 0.711639751 0.518054252 0.904817359 0.099858995 7.083912245 0.129654662 0.070570797 0.10786925 0.155502813 0.078460918 0.077194522 0.095794073 0.075053008 0.115942209 0.084402753 0.14741521 0.016269289
2277 108001 0.92111043 0.00800444 0.890104 0.196693584 0.252721891 0.696521276 0.586411882 0.409866334 0.981313979 0.967152797 0.512711807 0.780684793 7.203297215 0.150069719 0.001304104 0.145018071 0.032045833 0.041174111 0.113479067 0.095539757 0.066776495 0.159878239 0.157571062 0.083532348 0.127191208
1530 111339 0.584117004 0.016277714 0.518518798 0.601508783 0.932741083 0.013107785 0.613374803 0.28315001 0.542126654 0.549583897 0.244506314 0.280569497 5.179582341 0.095165869 0.002652008 0.084478438 0.097999383 0.151964616 0.002135555 0.099932626 0.04613154 0.088324692 0.089539645 0.039835608 0.045711116
1758 108407 0.894113778 0.761072585 0.723192434 0.891829595 0.241102693 0.86019225 0.559170922 0.694940994 0.981921148 0.84955528 0.285282766 0.712468682 8.454843127 0.145671354 0.123995935 0.117824402 0.145299209 0.039281081 0.14014477 0.091101589 0.113221604 0.15997716 0.138411767 0.046479014 0.11607726
1683 104789 0.568174834 0.340960931 0.473593313 0.956112388 0.570210816 0.096748918 0.160082208 0.437168762 0.746689588 0.099562552 0.513334337 0.253665206 5.216303853 0.092568529 0.055550246 0.077159061 0.15577233 0.092900237 0.015762587 0.026081012 0.071224678 0.12165262 0.016220991 0.083633772 0.041327799
1612 104682 0.894732926 0.959908958 0.539882327 0.494784486 0.155954314 0.11152653 0.265708754 0.107002928 0.854240246 0.424509592 0.715119865 0.69808461 6.221455538 0.145772228 0.156390877 0.08795904 0.080611582 0.025408485 0.018170194 0.043289965 0.017433197 0.139175054 0.069162213 0.116509198 0.11373377
1687 110530 0.90423334 0.761189535 0.078083473 0.568790039 0.895065262 0.16249478 0.83855028 0.428992386 0.031367521 0.449128301 0.022936904 0.086012879 5.2268447 0.14732006 0.124014989 0.012721564 0.09266876 0.145826372 0.026474074 0.136618804 0.069892561 0.005110479 0.073173157 0.00373694 0.014013443
2061 103668 0.55584007 0.62860553 0.313214039 0.338398512 0.421249345 0.709397838 0.964365247 0.785442144 0.567322181 0.073637654 0.859881557 0.906322418 7.123676534 0.090558917 0.102414056 0.05102965 0.05513277 0.068631045 0.11557695 0.157116907 0.127966288 0.092429613 0.011997239 0.140094151 0.147660418
566 106840 0.757351511 0.799919506 0.420888824 0.054316226 0.322733232 0.950576855 0.515351007 0.298450282 0.350294564 0.102500071 0.720714432 0.144132575 5.437229086 0.123389688 0.130324977 0.068572308 0.008849341 0.052580542 0.154870466 0.083962333 0.0486243 0.057070906 0.01669958 0.11742068 0.023482456
541 102817 0.457872564 0.427135678 0.81160068 0.357982129 0.705249051 0.609329419 0.502155688 0.757336322 0.779196799 0.944652808 0.759849099 0.539169021 7.651529257 0.074597795 0.069590061 0.132228105 0.058323384 0.114901019 0.099273542 0.081812517 0.123387213 0.12694878 0.153905305 0.123796602 0.087842827
1562 106652 0.273908238 0.757422612 0.468701452 0.016843562 0.863578915 0.539609426 0.749322009 0.674390243 0.102960653 0.876359037 0.019620293 0.124893084 5.467609523 0.044625846 0.123401272 0.076362066 0.002744197 0.140696534 0.087914578 0.122081501 0.109873421 0.016774619 0.142778705 0.003196589 0.020347908
1283 107334 0.581984275 0.897468871 0.192259169 0.828257692 0.672107148 0.571367143 0.645218259 0.068669087 0.544106344 0.548008771 0.498885425 0.151956837 6.200289021 0.0948184 0.146217975 0.031323366 0.134941909 0.109501454 0.093088629 0.105120646 0.011187747 0.088647228 0.089283022 0.081279718 0.024757205
1909 107554 0.231352367 0.314893813 0.092801286 0.01600739 0.679129987 0.453231846 0.313411184 0.18726169 0.140788231 0.722049766 0.679384009 0.006710865 3.837022434 0.037692532 0.051303323 0.015119428 0.002607966 0.110645633 0.073841717 0.05106177 0.030509164 0.022937587 0.117638236 0.110687019 0.001093352
2390 107573 0.597298547 0.683973829 0.628976249 0.113653302 0.944411956 0.714938801 0.256603832 0.543609832 0.407758316 0.594295324 0.258005369 0.087183812 5.830709169 0.097313441 0.111434804 0.102474455 0.018516693 0.153866065 0.116479699 0.041806567 0.088566335 0.066433051 0.096824148 0.042034909 0.014204215
2529 104237 0.066873013 0.356238155 0.385226341 0.161130979 0.788306017 0.307284379 0.407390358 0.360660635 0.742401393 0.866410865 0.561868415 0.314292321 5.318082871 0.010895126 0.058039252 0.062762083 0.02625188 0.128432877 0.050063574 0.066373102 0.058759774 0.120953976 0.141157923 0.091541071 0.051205327
698 104160 0.47206675 0.499822131 0.665621681 0.624162006 0.878620382 0.793384956 0.137349772 0.380071182 0.53018973 0.72865339 0.767716752 0.357583755 6.835242487 0.076910349 0.081432328 0.108444824 0.101690106 0.14314713 0.129260351 0.022377384 0.061922191 0.086379897 0.118714115 0.12507842 0.05825848
716 107426 0.265191959 0.567622238 0.860552685 0.174011519 0.087002917 0.053184076 0.296160673 0.377943078 0.40517496 0.466342862 0.874760104 0.798521198 5.22646827 0.043205767 0.092478499 0.140203493 0.028350412 0.014174743 0.008664889 0.048251271 0.061575474 0.066012164 0.075977798 0.142518203 0.130097161
1073 109627 0.375514803 0.111347642 0.090466726 0.232990611 0.353357347 0.226208645 0.966383676 0.929063972 0.271070892 0.32148046 0.290924383 0.989710899 5.158520055 0.061179854 0.018141049 0.014739076 0.037959439 0.057569903 0.036854504 0.157445755 0.151365531 0.044163578 0.052376437 0.047398161 0.161246287
402 102526 0.898678395 0.917304852 0.268737104 0.664815307 0.34355433 0.220680084 0.304306879 0.82602035 0.533197428 0.711095526 0.69840801 0.044719917 6.43151818 0.146415034 0.149449705 0.043783352 0.108313448 0.05597277 0.035953776 0.049578472 0.134577395 0.086869919 0.115853542 0.113786459 0.007285886
1371 104371 0.035155018 0.676348589 0.868814577 0.98987603 0.68342976 0.087507456 0.734744912 0.218184928 0.375483231 0.670601476 0.219875924 0.897949044 6.457970946 0.005727547 0.11019248 0.141549542 0.161273191 0.111346163 0.014256943 0.119706562 0.035547259 0.06117471 0.109256146 0.03582276 0.146296206
1641 102139 0.060433419 0.954609258 0.356766089 0.092107822 0.323788353 0.920268601 0.428498034 0.104247036 0.632061613 0.709020123 0.845056365 0.992812986 6.419669698 0.009845971 0.155527436 0.058125264 0.015006447 0.052752445 0.149932566 0.06981202 0.0169842 0.10297713 0.115515412 0.137678792 0.161751687
940 101914 0.726716173 0.128352459 0.036943082 0.279902452 0.57835169 0.635544537 0.385639014 0.625423679 0.567862867 0.639218155 0.754957061 0.631342174 5.990253343 0.118398499 0.020911518 0.006018863 0.045602439 0.094226569 0.103544578 0.062829316 0.101895661 0.092517703 0.104143093 0.122999578 0.102859917
2433 105456 0.193479851 0.414392114 0.833512036 0.235529363 0.166602061 0.780375372 0.111882889 0.208295984 0.576620847 0.984366167 0.255036399 0.040396811 4.800489895 0.031522243 0.067513847 0.13579796 0.03837306 0.027143243 0.127140796 0.018228253 0.033936126 0.093944576 0.160375509 0.041551197 0.006581554
1617 101474 0.374049633 0.982210141 0.030626245 0.05851742 0.879018169 0.34296294 0.638340267 0.967249863 0.858137703 0.7759722 0.145571507 0.68839444 6.741050527 0.060941144 0.160024244 0.004989708 0.009533811 0.143211938 0.055876419 0.104000065 0.157586876 0.139810038 0.12642342 0.02371689 0.112155022
2383 102978 0.842585342 0.627522045 0.470046887 0.883200763 0.009228084 0.153340655 0.092617342 0.433312208 0.984037013 0.569988306 0.941335097 0.728697605 6.735911347 0.137276207 0.102237532 0.076581268 0.143893377 0.001503464 0.02498266 0.015089459 0.070596358 0.160321883 0.092863985 0.153364775 0.118721319
514 103439 0.583721575 0.95497677 0.060660526 0.290792138 0.537542393 0.355602299 0.246538302 0.518077979 0.673724427 0.363608032 0.626758879 0.003642793 5.215646114 0.095101445 0.155587312 0.009882972 0.047376615 0.087577812 0.057935656 0.040166665 0.084406619 0.109764945 0.059239971 0.102113195 0.000593493
2408 103579 0.357242107 0.986960248 0.34525708 0.144972604 0.261848863 0.596202856 0.520823095 0.675526157 0.983547792 0.025476631 0.660406701 0.274650569 5.832914704 0.058202818 0.160798144 0.056250186 0.023619316 0.042661101 0.097134928 0.08485386 0.110058488 0.160242178 0.004150719 0.107595186 0.044746789
760 103969 0.059358761 0.655809703 0.533877017 0.800855891 0.163462656 0.460108589 0.903571717 0.39407762 0.248279879 0.552576206 0.72968615 0.231299562 5.732963751 0.009670885 0.106846231 0.086980639 0.130477536 0.026631763 0.074962094 0.147212266 0.064204156 0.040450407 0.09002716 0.118882375 0.037683929
1018 105255 0.859613621 0.791878964 0.914047801 0.864487141 0.134325893 0.312308502 0.110970634 0.246273365 0.114902986 0.183189444 0.132833607 0.904006087 5.568838047 0.140050499 0.129014991 0.148919057 0.140844505 0.021884726 0.050882118 0.018079626 0.0401235 0.018720295 0.029845703 0.021641599 0.147283035
402 105960 0.914136038 0.7680997 0.078249614 0.960403769 0.435405593 0.282926917 0.984592592 0.127907694 0.731358376 0.788886573 0.314673276 0.822724299 7.209364441 0.148933433 0.125140811 0.012748632 0.156471493 0.070937418 0.046095193 0.160412399 0.020839056 0.119154819 0.128527463 0.051267393 0.134040394
1085 106429 0.996739344 0.604391059 0.603904808 0.025246088 0.099919065 0.841695004 0.62800776 0.089405845 0.286327742 0.440975665 0.055129388 0.567936982 5.23967875 0.16239138 0.098468971 0.09838975 0.004113159 0.016279075 0.137131151 0.102316666 0.014566234 0.046649264 0.071844908 0.008981824 0.092529778
1113 105812 0.0100214 0.795139073 0.579163415 0.149224667 0.26463917 0.219458733 0.76170412 0.251235656 0.516100725 0.299646955 0.711590174 0.266652205 4.824576294 0.001632713 0.129546137 0.094358818 0.024312073 0.043115705 0.03575479 0.124098827 0.04093197 0.084084479 0.048819265 0.115934132 0.043443674
2365 107550 0.076657092 0.700188892 0.757783261 0.343773806 0.197344654 0.952305248 0.254094902 0.817526484 0.654489964 0.303870619 0.899925518 0.813026678 6.77098712 0.012489174 0.114076605 0.12346003 0.056008527 0.032151907 0.155152061 0.041397806 0.133193552 0.106631216 0.049507396 0.146618218 0.132460432
1633 102179 0.107551147 0.061610859 0.764463638 0.525103577 0.642698502 0.887909799 0.029181452 0.983395053 0.599016515 0.827784406 0.573750942 0.341415387 6.343881278 0.017522514 0.010037802 0.124548414 0.085551248 0.10471012 0.144660586 0.004754318 0.160217293 0.097593337 0.1348648 0.093477003 0.055624287
2433 109354 0.016676612 0.885651565 0.01612155 0.537652847 0.50777317 0.099730694 0.630319515 0.256799961 0.346904087 0.075847652 0.14802816 0.005700304 3.527206114 0.002716997 0.144292668 0.002626565 0.087595807 0.082727732 0.016248385 0.102693303 0.041838521 0.056518521 0.012357298 0.024117135 0.000928708
835 108060 0.365483409 0.418813743 0.620191518 0.875293556 0.24871676 0.805189082 0.539429609 0.07510905 0.171862782 0.919873915 0.05066224 0.22395272 5.314578383 0.059545512 0.06823423 0.101043224 0.142605114 0.040521585 0.13118351 0.087885282 0.012236963 0.028000334 0.149868263 0.008254025 0.036486963
1049 108537 0.418324317 0.607449435 0.572676201 0.944407968 0.772863054 0.765340605 0.005061122 0.771972985 0.493111999 0.559986296 0.190128368 0.240024699 6.34134705 0.068154491 0.09896725 0.093301904 0.153865415 0.125916869 0.124691292 0.000824571 0.125771857 0.080339096 0.091234431 0.030976211 0.039105451
2474 106409 0.575833626 0.083090571 0.63168049 0.374951373 0.948836319 0.698304564 0.258746335 0.782444013 0.355934735 0.07099925 0.148342826 0.120970785 5.050134885 0.09381632 0.013537333 0.102915037 0.061088058 0.154586894 0.113769605 0.042155629 0.127477824 0.057989818 0.011567383 0.024168401 0.019708876
1867 109009 0.243906378 0.665859996 0.823002614 0.938450505 0.76805874 0.80232524 0.182743341 0.478333672 0.352893137 0.326173655 0.565980048 0.4191996 6.566926926 0.039737865 0.108483651 0.134085738 0.15289481 0.125134138 0.130716926 0.029773023 0.077931372 0.057494272 0.053141065 0.092210949 0.068297095
2903 105121 0.749715286 0.606471617 0.154222691 0.953897255 0.814539816 0.457608302 0.574984625 0.626563142 0.968381468 0.832296012 0.783251442 0.805790006 8.327721662 0.122145574 0.098807941 0.025126364 0.155411435 0.132706956 0.074554741 0.093677998 0.102081305 0.15777124 0.135599842 0.127609373 0.131281414
852 103146 0.517352299 0.861851074 0.336760025 0.836324086 0.617624146 0.958365833 0.06660734 0.091962886 0.511418829 0.692310236 0.80567739 0.349148815 6.645402959 0.084288389 0.14041503 0.054865824 0.136256107 0.10062494 0.156139467 0.010851842 0.014982834 0.083321693 0.112792994 0.131263067 0.056884238
1574 105563 0.87045596 0.506657369 0.889530421 0.555069769 0.685134369 0.470103165 0.217732928 0.354644572 0.00331861 0.577450875 0.730907346 0.995873768 6.856879152 0.141816961 0.082545943 0.144924622 0.090433418 0.111623883 0.076590437 0.035473618 0.057779621 0.000540677 0.094079806 0.119081336 0.162250358
2934 108763 0.119614254 0.527950227 0.569565206 0.560398273 0.813699783 0.45039111 0.054579445 0.553393413 0.573981963 0.938983723 0.310290794 0.279764322 5.752612513 0.019487867 0.086015031 0.092795052 0.091301552 0.132570096 0.073378897 0.008892226 0.090160302 0.093514642 0.152981683 0.050553387 0.045579935
2484 104990 0.198032756 0.207759029 0.660609926 0.764751232 0.515359094 0.52282087 0.183073006 0.729279128 0.389421167 0.306106445 0.16076101 0.468969333 5.106942995 0.032264014 0.033848644 0.107628296 0.12459527 0.083963651 0.085179343 0.029826733 0.118816062 0.063445515 0.049871662 0.026191604 0.07640571
920 102956 0.931104812 0.569413688 0.773608798 0.294441276 0.472633662 0.86128485 0.885861975 0.373782269 0.563636095 0.775189918 0.422356936 0.526967649 7.450281927 0.15169803 0.092770367 0.126038368 0.047971142 0.077002712 0.140322779 0.144326949 0.060897584 0.091829066 0.126295968 0.068811496 0.085854947
2730 105243 0.025478363 0.95658086 0.564042009 0.283936883 0.931376844 0.354521747 0.426022986 0.791038893 0.152265856 0.275042948 0.045770903 0.528282319 5.334360611 0.004151002 0.155848655 0.091895199 0.046259739 0.15174235 0.05775961 0.069408779 0.128878124 0.024807551 0.044810716 0.007457115 0.086069137
1730 107049 0.788665922 0.073406176 0.615958161 0.828519101 0.602100047 0.238200057 0.42762165 0.521945564 0.499289162 0.475967069 0.852320231 0.521037661 6.445030801 0.128491514 0.011959526 0.100353514 0.134984498 0.098095714 0.038808176 0.069669237 0.085036736 0.081345496 0.077545799 0.13886224 0.084888818
2652 102948 0.969838469 0.461791194 0.650722323 0.296271015 0.042692008 0.516002799 0.654680345 0.023600633 0.301376562 0.983161928 0.093892058 0.011168414 5.005197751 0.158008619 0.075236229 0.106017382 0.048269248 0.006955494 0.084068525 0.106662233 0.003845077 0.049101057 0.160179312 0.01529714 0.001819587
1340 102158 0.521511433 0.776627912 0.391062746 0.324047121 0.471250291 0.329760349 0.15799485 0.654094091 0.391701852 0.244096864 0.980047466 0.031466658 5.273661633 0.084966006 0.12653025 0.063712965 0.052794604 0.076777329 0.053725418 0.025740934 0.106566719 0.06381709 0.039768899 0.159671895 0.00512663
1141 102449 0.658271901 0.788441797 0.219989151 0.073543966 0.31840655 0.251410165 0.295004101 0.495828096 0.27283147 0.592510545 0.422765264 0.719535787 5.108538793 0.107247379 0.128454999 0.035841208 0.011981975 0.051875628 0.040960401 0.048062839 0.08078161 0.044450416 0.096533367 0.068878022 0.117228652
2526 102926 0.866953832 0.814216495 0.014438725 0.797648749 0.941216077 0.579244531 0.372231788 0.131974706 0.022456799 0.99526348 0.730805173 0.675887278 6.942337633 0.141246385 0.13265428 0.002352395 0.129955019 0.153345384 0.094372033 0.060644976 0.021501664 0.00365872 0.162150928 0.119064689 0.110117322
2767 102943 0.099496023 0.862449851 0.481133026 0.77716063 0.325103882 0.257901143 0.734425355 0.896892338 0.281855525 0.26107435 0.295694813 0.69106144 5.964248377 0.016210152 0.140512585 0.07838745 0.126617042 0.052966774 0.042017928 0.119654499 0.146124044 0.045920639 0.042534916 0.048175372 0.112589536
1704 110663 0.397383764 0.007292704 0.616671582 0.958469254 0.668255996 0.557108723 0.069147049 0.083953603 0.013607872 0.568412573 0.022397376 0.737940122 4.700640619 0.064742802 0.001188146 0.100469746 0.156156317 0.108874014 0.09076561 0.011265618 0.013677941 0.00221703 0.092607262 0.003649039 0.120227134
591 102486 0.599403384 0.702832272 0.920407666 0.779044729 0.156561078 0.482181489 0.313406311 0.972255346 0.571391758 0.412919301 0.64119684 0.633895448 7.185495622 0.097656366 0.114507271 0.149955223 0.126924004 0.02550734 0.078558269 0.051060976 0.158402383 0.093092639 0.067273892 0.104465466 0.103275904
2988 101502 0.432418767 0.574781447 0.56791748 0.788325826 0.72893302 0.220169236 0.570992312 0.267448127 0.799787195 0.398614437 0.431357844 0.561274641 6.342020332 0.070450796 0.093644896 0.092526601 0.128436105 0.118759673 0.035870548 0.09302756 0.043573348 0.130303421 0.064943306 0.070277948 0.091444332
2550 105764 0.960361923 0.938141635 0.749434737 0.45428793 0.645850243 0.696348571 0.069071166 0.851275395 0.752143607 0.860248147 0.8002268 0.391962883 8.169353036 0.156464675 0.152844488 0.122099867 0.074013777 0.10522361 0.11345093 0.011253255 0.138692013 0.122541203 0.140153877 0.130375042 0.063859618
576 107800 0.869650442 0.285412958 0.248847829 0.360992291 0.966402156 0.307927133 0.018207507 0.861542999 0.847560803 0.480976919 0.198544728 0.912069444 6.358135211 0.141685724 0.046500225 0.040542939 0.058813808 0.157448766 0.050168294 0.002966415 0.140364838 0.138086822 0.078362017 0.032347426 0.148596738
2240 111050 0.035121692 0.261466483 0.859985691 0.211716489 0.92509935 0.294133919 0.287545352 0.262148276 0.000598338 0.424367793 0.252168721 0.087707044 3.902059149 0.005722118 0.042598803 0.140111117 0.034493404 0.150719605 0.047921067 0.046847641 0.042709883 9.74828E-05 0.06913911 0.041083987 0.014289461
2533 104073 0.233749844 0.867905949 0.926640853 0.154815311 0.606264669 0.948753617 0.627873841 0.585344127 0.392690324 0.701719998 0.476161878 0.921068945 7.442989355 0.038083136 0.141401506 0.15097075 0.025222915 0.098774225 0.15457342 0.102294848 0.095365795 0.063978134 0.114326057 0.077577538 0.150062961
1142 102083 0.441672597 0.188238993 0.569184255 0.919337854 0.279998918 0.854732224 0.306632048 0.832123412 0.391267605 0.190070625 0.371091284 0.958230193 6.302580009 0.071958454 0.030668389 0.092732987 0.149780927 0.045618156 0.139255209 0.049957295 0.135571722 0.063746341 0.030966803 0.060459162 0.156117368
919 106017 0.054951314 0.291560356 0.797698298 0.558591574 0.24457004 0.279592952 0.672668358 0.339693101 0.414990832 0.44189398 0.880674706 0.515650715 5.492536226 0.008952812 0.047501775 0.129963092 0.0910072 0.03984599 0.045552015 0.109592888 0.055343688 0.067611391 0.071994522 0.143481826 0.084011163
1012 107163 0.873670743 0.606455567 0.35133772 0.263631095 0.866106067 0.888789079 0.526066767 0.964460351 0.95064137 0.38871368 0.542871644 0.67924581 7.901989894 0.142340722 0.098805326 0.05724086 0.042951467 0.141108265 0.14480384 0.085708173 0.157132402 0.154880977 0.063330249 0.088446068 0.110664503
